activity	time	p	p_peak	p_smooth
Mouse2, F, NoAbCec	307.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	307.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	307.833	5.8	1	1
Mouse7, F, AbSal	307.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	307.833	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	307.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	307.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	307.917	5.8	1	1
Mouse7, F, AbSal	307.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	307.917	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	308	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	308	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	308	5.8	1	1
Mouse7, F, AbSal	308	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	308	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	308.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	308.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	308.083	5.8	1	1
Mouse7, F, AbSal	308.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	308.083	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	308.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	308.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	308.167	5.8	1	1
Mouse7, F, AbSal	308.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	308.167	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	308.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	308.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	308.25	5.8	1	1
Mouse7, F, AbSal	308.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	308.25	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	308.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	308.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	308.333	5.8	1	1
Mouse7, F, AbSal	308.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	308.333	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	308.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	308.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	308.417	5.8	1	1
Mouse7, F, AbSal	308.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	308.417	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	308.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	308.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	308.5	5.8	1	1
Mouse7, F, AbSal	308.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	308.5	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	308.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	308.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	308.583	5.8	1	1
Mouse7, F, AbSal	308.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	308.583	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	308.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	308.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	308.667	5.8	1	1
Mouse7, F, AbSal	308.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	308.667	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	308.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	308.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	308.75	5.8	1	1
Mouse7, F, AbSal	308.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	308.75	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	308.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	308.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	308.833	5.8	1	1
Mouse7, F, AbSal	308.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	308.833	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	308.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	308.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	308.917	5.8	1	1
Mouse7, F, AbSal	308.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	308.917	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	309	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	309	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	309	5.8	1	1
Mouse7, F, AbSal	309	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	309	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	309.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	309.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	309.083	5.8	1	1
Mouse7, F, AbSal	309.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	309.083	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	309.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	309.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	309.167	5.8	1	1
Mouse7, F, AbSal	309.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	309.167	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	309.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	309.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	309.25	5.8	1	1
Mouse7, F, AbSal	309.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	309.25	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	309.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	309.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	309.333	5.8	1	1
Mouse7, F, AbSal	309.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	309.333	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	309.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	309.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	309.417	5.8	1	1
Mouse7, F, AbSal	309.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	309.417	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	309.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	309.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	309.5	5.8	1	1
Mouse7, F, AbSal	309.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	309.5	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	309.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	309.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	309.583	5.8	1	1
Mouse7, F, AbSal	309.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	309.583	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	309.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	309.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	309.667	5.8	1	1
Mouse7, F, AbSal	309.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	309.667	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	309.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	309.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	309.75	5.8	1	1
Mouse7, F, AbSal	309.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	309.75	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	309.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	309.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	309.833	5.8	1	1
Mouse7, F, AbSal	309.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	309.833	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	309.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	309.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	309.917	5.8	1	1
Mouse7, F, AbSal	309.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	309.917	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	310	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	310	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	310	5.8	1	1
Mouse7, F, AbSal	310	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	310	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	310.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	310.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	310.083	5.8	1	1
Mouse7, F, AbSal	310.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	310.083	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	310.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	310.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	310.167	5.8	1	1
Mouse7, F, AbSal	310.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	310.167	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	310.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	310.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	310.25	5.8	1	1
Mouse7, F, AbSal	310.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	310.25	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	310.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	310.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	310.333	5.8	1	1
Mouse7, F, AbSal	310.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	310.333	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	310.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	310.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	310.417	5.8	1	1
Mouse7, F, AbSal	310.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	310.417	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	310.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	310.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	310.5	5.8	1	1
Mouse7, F, AbSal	310.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	310.5	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	310.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	310.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	310.583	5.8	1	1
Mouse7, F, AbSal	310.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	310.583	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	310.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	310.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	310.667	5.8	1	1
Mouse7, F, AbSal	310.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	310.667	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	310.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	310.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	310.75	5.8	1	1
Mouse7, F, AbSal	310.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	310.75	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	310.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	310.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	310.833	5.8	1	1
Mouse7, F, AbSal	310.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	310.833	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	310.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	310.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	310.917	5.8	1	1
Mouse7, F, AbSal	310.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	310.917	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	311	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	311	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	311	5.8	1	1
Mouse7, F, AbSal	311	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	311	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	311.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	311.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	311.083	5.8	1	1
Mouse7, F, AbSal	311.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	311.083	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	311.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	311.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	311.167	5.8	1	1
Mouse7, F, AbSal	311.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	311.167	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	311.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	311.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	311.25	5.8	1	1
Mouse7, F, AbSal	311.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	311.25	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	311.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	311.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	311.333	5.8	1	1
Mouse7, F, AbSal	311.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	311.333	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	311.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	311.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	311.417	5.8	1	1
Mouse7, F, AbSal	311.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	311.417	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	311.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	311.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	311.5	5.8	1	1
Mouse7, F, AbSal	311.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	311.5	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	311.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	311.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	311.583	5.8	1	1
Mouse7, F, AbSal	311.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	311.583	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	311.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	311.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	311.667	5.8	1	1
Mouse7, F, AbSal	311.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	311.667	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	311.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	311.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	311.75	5.8	1	1
Mouse7, F, AbSal	311.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	311.75	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	311.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	311.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	311.833	5.8	1	1
Mouse7, F, AbSal	311.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	311.833	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	311.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	311.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	311.917	5.8	1	1
Mouse7, F, AbSal	311.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	311.917	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	312	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	312	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	312	5.8	1	1
Mouse7, F, AbSal	312	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	312	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	312.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	312.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	312.083	5.8	1	1
Mouse7, F, AbSal	312.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	312.083	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	312.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	312.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	312.167	5.8	1	1
Mouse7, F, AbSal	312.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	312.167	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	312.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	312.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	312.25	5.8	1	1
Mouse7, F, AbSal	312.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	312.25	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	312.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	312.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	312.333	5.8	1	1
Mouse7, F, AbSal	312.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	312.333	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	312.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	312.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	312.417	5.8	1	1
Mouse7, F, AbSal	312.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	312.417	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	312.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	312.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	312.5	5.8	1	1
Mouse7, F, AbSal	312.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	312.5	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	312.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	312.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	312.583	5.8	1	1
Mouse7, F, AbSal	312.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	312.583	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	312.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	312.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	312.667	5.8	1	1
Mouse7, F, AbSal	312.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	312.667	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	312.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	312.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	312.75	5.8	1	1
Mouse7, F, AbSal	312.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	312.75	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	312.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	312.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	312.833	5.8	1	1
Mouse7, F, AbSal	312.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	312.833	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	312.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	312.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	312.917	5.8	1	1
Mouse7, F, AbSal	312.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	312.917	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	313	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	313	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	313	5.8	1	1
Mouse7, F, AbSal	313	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	313	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	313.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	313.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	313.083	5.8	1	1
Mouse7, F, AbSal	313.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	313.083	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	313.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	313.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	313.167	5.8	1	1
Mouse7, F, AbSal	313.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	313.167	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	313.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	313.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	313.25	5.8	1	1
Mouse7, F, AbSal	313.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	313.25	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	313.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	313.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	313.333	5.8	1	1
Mouse7, F, AbSal	313.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	313.333	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	313.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	313.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	313.417	5.8	1	1
Mouse7, F, AbSal	313.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	313.417	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	313.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	313.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	313.5	5.8	1	1
Mouse7, F, AbSal	313.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	313.5	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	313.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	313.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	313.583	5.8	1	1
Mouse7, F, AbSal	313.583	5.8	0.14146341463414633	0.14146341463414633
